ID,UPC,c__baseSku,brand,c__configurableProduct,c__fuelType,c__ignitionType,c__isDiscontinued,c__isSharedVariationProduct,c__isStepVariationProduct,manufacturerSKU,name__default,c__parentSku,c__productCategory,c__productTypeNonoperative,c__series,c__seriesNumber,c__sku,c__skuLP,c__skuNG,c__style,c__unitSku,c__ventType,variants,variationGroups,productSets
dvc26in31n-surrounds,,,,,,,,,,,Empire Innsbrook Medium Clean Face Surrounds,,,Variation Master,,,,,,,DVC26IN31N,,c263bz;c263bl;ds2696bl;ds2666bl;ds2663bl;sak26;c266bz;c266bl;ds2696bz;ds2666bz;ds2663bz;sc336bl,,
dvc28in31n,,DVC28,Empire,TRUE,Gas,Millivolt Ignition,,,,DVC28IN31N,EMPIRE INNSBROOK LARGE CLEAN FACE Direct-Vent GAS INSERT DVC28IN,,Gas Inserts,Option Product,Innsbrook,28,DVC28IN31N,,,Traditional,,Direct-Vent,,,
dvc28in31n-decorative-fronts,,,,,,,,,,,Empire Innsbrook Large Clean Face Decorative Fronts,,,Variation Master,,,,,,,DVC28IN31N,,dvf28hbl;dfd28hbl;dvf28hbz;dfd28dbl;sh1bl,,
dvc28in31n-interior-panels,,,,,,,,,,,Empire Innsbrook Large Clean Face Interior Panels,,,Variation Master,,,,,,,DVC28IN31N,,dvp28kr;dvp28ae;dvp28bw;dvp28df,,
dvc28in31n-set,,,,,,,,,,,Empire Innsbrook Large Clean Face Set,,,Product Set,,,,,,,,,,,dvc28in31n;dvc28in31n-decorative-fronts;dvc28in31n-interior-panels;dvc28in31n-surrounds
dvc28in31n-surrounds,,,,,,,,,,,Empire Innsbrook Large Clean Face Surrounds,,,Variation Master,,,,,,,DVC28IN31N,,cs4sided;cs3sided;c283bz;c283bl;ds2896bl;ds2866bl;ds2863bl;sak28;sc356bl;c286bz;c286bl;ds2896bz;ds2866bz;ds2863bz,,
dvcc32bp32n,720968973245,DVCC32,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCC32BP32N,Empire Tahoe Premium 32 Clean Face Contemporary Direct-Vent Gas Fireplace | DVCC32BP,,Gas Fireplaces,Option Product,Tahoe,32,DVCC32BP32N,,,Traditional,,Direct-Vent,,,
dvcc32bp32n-media-kits,,,,,,,,,,,Empire Tahoe Premium 32 Clean Face Contemporary Media Kits,,,Variation Master,,,,,,,DVCC32BP32N,,lr3236ff,,
dvcc32bp32n-set,,,,,,,,,,,Empire Tahoe Premium 32 Clean Face Contemporary Set,,,Product Set,,,,,,,,,,,dvcc32bp32n;dvcc32bp32n-media-kits
dvcc36bp32n,720968973207,DVCC36,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCC36BP32N,Empire Tahoe Premium 36 Clean Face Contemporary Direct-Vent Gas Fireplace | DVCC36BP,,Gas Fireplaces,Option Product,Tahoe,36,DVCC36BP32N,,,Traditional,,Direct-Vent,,,
dvcc36bp32n-set,,,,,,,,,,,Empire Tahoe Premium 36 Clean Face Contemporary Direct-Vent Gas Fireplace Set,,,Product Set,,,,,,,,,,,dvcc36bp32n
dvcc42bp32n,720968972781,DVCC42,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCC42BP32N,Empire Tahoe Premium 42 Clean Face Contemporary Direct-Vent Gas Fireplace | DVCC42BP,,Gas Fireplaces,Option Product,Tahoe,42,DVCC42BP32N,,,Traditional,,Direct-Vent,,,
dvcc42bp32n-set,,,,,,,,,,,Empire Tahoe Premium 42 Clean Face Contemporary Direct-Vent Gas Fireplace Set,,,Product Set,,,,,,,,,,,dvcc42bp32n
dvcd32fp30n,720968980021,DVCD32,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCD32FP30N,Empire Tahoe Deluxe 32 Clean Face Direct-Vent Gas Fireplace | DVCD32FP,,Gas Fireplaces,Option Product,Tahoe,32,DVCD32FP30N,,,Traditional,,Direct-Vent,,,
dvcd32fp30n-additional-media,,,,,,,,,,,Empire Tahoe Deluxe 32 Clean Face Additional Media,,,Variation Master,,,,,,,DVCD32FP30N,,ek1;pe20,,
dvcd32fp30n-blowers,,,,,,,,,,,Empire Tahoe Deluxe 32 Clean Face Blowers,,,Variation Master,,,,,,,DVCD32FP30N,,fbb4,,
dvcd32fp30n-interior-panels,,,,,,,,,,,Empire Tahoe Deluxe 32 Clean Face Interior Panels,,,Variation Master,,,,,,,DVCD32FP30N,,dvp1sg;dvp1sh;dvp1skr;dvp1sa,,
dvcd32fp30n-set,,,,,,,,,,,Empire Tahoe Deluxe 32 Clean Face Set,,,Product Set,,,,,,,,,,,dvcd32fp30n;dvcd32fp30n-interior-panels;dvcd32fp30n-additional-media;dvcd32fp30n-blowers
dvcd36fp30n,720968979995,DVCD36,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCD36FP30N,Empire Tahoe Deluxe 36 Clean Face Direct-Vent Gas Fireplace | DVCD36FP,,Gas Fireplaces,Option Product,Tahoe,36,DVCD36FP30N,,,Traditional,,Direct-Vent,,,
dvcd36fp30n-interior-panels,,,,,,,,,,,Empire Tahoe Deluxe 36 Clean Face Interior Panels,,,Variation Master,,,,,,,DVCD36FP30N,,dvp2skr;dvp2sa;dvp2sg;dvp2sh,,
dvcd36fp30n-set,,,,,,,,,,,Empire Tahoe Deluxe 36 Clean Face Set,,,Product Set,,,,,,,,,,,dvcd36fp30n;dvcd36fp30n-interior-panels
dvcd42fp30n,720968979964,DVCD42,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCD42FP30N,Empire Tahoe Deluxe 42 Clean Face Direct-Vent Gas Fireplace | DVCD42FP,,Gas Fireplaces,Option Product,Tahoe,42,DVCD42FP30N,,,Traditional,,Direct-Vent,,,
dvcd42fp30n-interior-panels,,,,,,,,,,,Empire Tahoe Deluxe 42 Clean Face Interior Panels,,,Variation Master,,,,,,,DVCD42FP30N,,dvp3skr;dvp3sa;dvp3sg;dvp3sh,,
dvcd42fp30n-set,,,,,,,,,,,Empire Tahoe Deluxe 42 Clean Face Set,,,Product Set,,,,,,,,,,,dvcd42fp30n;dvcd42fp30n-interior-panels
dvcp32bp30n,720968973511,DVCP32,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCP32BP30N,Empire Tahoe Premium 32 Clean Face Direct-Vent Gas Fireplace | DVCP32BP,,Gas Fireplaces,Option Product,Tahoe,32,DVCP32BP30N,,,Traditional,,Direct-Vent,,,
dvcp32bp30n-interior-panels,,,,,,,,,,,Empire Tahoe Premium 32 Interior Panels,,,Variation Master,,,,,,,DVCP32BP30N,,dvp32nkr;dvp32fab;dvp32frb,,
dvcp32bp30n-media-kits,,,,,,,,,,,Empire Tahoe Premium 32 Media Kits,,,Variation Master,,,,,,,DVCP32BP30N,,ls3236ff,,
dvcp32bp30n-set,,,,,,,,,,,Empire Tahoe Premium 32 Set,,,Product Set,,,,,,,,,,,dvcp32bp30n;dvcp32bp30n-interior-panels;dvcp32bp30n-media-kits
dvcp36bp30n,720968973498,DVCP36,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCP36BP30N,Empire Tahoe Premium 36 Clean Face Direct-Vent Gas Fireplace | DVCP36BP,,Gas Fireplaces,Option Product,Tahoe,36,DVCP36BP30N,,,Traditional,,Direct-Vent,,,
dvcp36bp30n-interior-panels,,,,,,,,,,,Empire Tahoe Premium 36 Interior Panels,,,Variation Master,,,,,,,DVCP36BP30N,,dvp36kr;dvp36d2a;dvp36d2h;dvp36dg,,
dvcp36bp30n-set,,,,,,,,,,,Empire Tahoe Premium 36 Clean Face Set,,,Product Set,,,,,,,,,,,dvcp36bp30n;dvcp36bp30n-interior-panels
dvcp36pp30n,720968967480,DVCP36,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCP36PP30N,Empire Tahoe Premium 36 Multi-Sided Clean Face Direct-Vent Gas Fireplace | DVCP36,,Gas Fireplaces,Option Product,Tahoe,36,DVCP36PP30N,,,See-Thru or Peninsula,,Direct-Vent,,,
dvcp36pp30n-blowers,,,,,,,,,,,Empire Tahoe Premium 36 Multi Sided Clean Face Blowers,,,Variation Master,,,,,,,DVCP36PP30N,,fbb14,,
dvcp36pp30n-interior-panels,,,,,,,,,,,Empire Tahoe Premium 36 Multi Sided Clean Face Interior Panels,,,Variation Master,,,,,,,DVCP36PP30N,,df242bz;dvp36pflkr;dvp36prb;dvp36pkr,,
dvcp36pp30n-light-kits,,,,,,,,,,,Empire Tahoe Premium 36 Multi Sided Clean Face Light Kits,,,Variation Master,,,,,,,DVCP36PP30N,,lk7,,
dvcp36pp30n-media-kits,,,,,,,,,,,Empire Tahoe Premium 36 Multi Sided Clean Face Media Kits,,,Variation Master,,,,,,,DVCP36PP30N,,dg36mx;lsu24spf,,
dvcp36pp30n-set,,,,,,,,,,,Empire Tahoe Premium 36 Multi Sided Clean Face Set,,,Product Set,,,,,,,,,,,dvcp36pp30n;dvcp36pp30n-blowers;dvcp36pp30n-interior-panels;dvcp36pp30n-light-kits;dvcp36pp30n-media-kits;dvcp36pp30n-trim-kits
dvcp36pp30n-trim-kits,,,,,,,,,,,Empire Tahoe Premium 36 Multi Sided Clean Face Trim Kits,,,Variation Master,,,,,,,DVCP36PP30N,,df362pnb;df362pbz,,
dvcp42bp30n,720968973474,DVCP42,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCP42BP30N,Empire Tahoe Premium 42 Clean Face Direct-Vent Gas Fireplace | DVCP42BP,,Gas Fireplaces,Option Product,Tahoe,42,DVCP42BP30N,,,Traditional,,Direct-Vent,,,
dvcp42bp30n-interior-panels,,,,,,,,,,,Empire Tahoe Premium 42 Clean Face Interior Panels,,,Variation Master,,,,,,,DVCP42BP30N,,dvp42frb;dvp42nkr;dvp42fab,,
dvcp42bp30n-media-kits,,,,,,,,,,,Empire Tahoe Premium 42 Clean Face Media Kits,,,Variation Master,,,,,,,DVCP42BP30N,,ls42ff,,
dvcp42bp30n-set,,,,,,,,,,,Empire Tahoe Premium 42 Clean Face Set,,,Product Set,,,,,,,,,,,dvcp42bp30n;dvcp42bp30n-interior-panels;dvcp42bp30n-media-kits
dvct30cbn95n,720968964144,DVCT30,Empire,TRUE,Gas,Electronic Ignition,,,,DVCT30CBN95N,Empire Rushmore 30 Direct-Vent Gas Insert | DVCT30CBN95,,Gas Inserts,Option Product,Rushmore,30,DVCT30CBN95N,,,Traditional,,Direct-Vent,,,
dvct30cbn95n-additional-accessories,,,,,,,,,,,Empire Rushmore 30 Additional Accessories,,,Variation Master,,,,,,,DVCT30CBN95N,,dff30cbzt;dff30rbzt;dff30cbl;dff30rbl,,
dvct30cbn95n-decorative-fronts,,,,,,,,,,,Empire Rushmore 30 Decorative Fronts,,,Variation Master,,,,,,,DVCT30CBN95N,,df302bzt;df302bnb;dff30bl;df302blx;dff30fbzt;dff30rpd;dff30cpd;dff30fpd,,
dvct30cbn95n-interior-panels,,,,,,,,,,,Empire Rushmore 30 Interior Panels,,,Variation Master,,,,,,,DVCT30CBN95N,,dvp30cpwh;dvp30cpmb;dvp30cpkr;dvp30cpws,,
dvct30cbn95n-media-kits,,,,,,,,,,,Empire Rushmore 30 Media Kits,,,Variation Master,,,,,,,DVCT30CBN95N,,ls30tinf;ls30dinf,,
dvct30cbn95n-set,,,,,,,,,,,Empire Rushmore 30 Set,,,Product Set,,,,,,,,,,,dvct30cbn95n;dvct30cbn95n-additional-accessories;dvct30cbn95n-decorative-fronts;dvct30cbn95n-interior-panels;dvct30cbn95n-media-kits;dvct30cbn95n-surrounds
dvct30cbn95n-surrounds,,,,,,,,,,,Empire Rushmore 30 Surrounds,,,Variation Master,,,,,,,DVCT30CBN95N,,ds30107bl;ds3063bl;ds301271bl;ds301071bl;ds30961bl;ds30631bl,,
dvct35cbn95n,720968963918,DVCT35,Empire,TRUE,Gas,Electronic Ignition,,,,DVCT35CBN95N,Empire Rushmore 35 Direct-Vent Gas Insert | DVCT35CBN95,,Gas Inserts,Option Product,Rushmore,35,DVCT35CBN95N,,,Traditional,,Direct-Vent,,,
dvct35cbn95n-additional-accessories,,,,,,,,,,,Empire Rushmore 35 Additional Accessories,,,Variation Master,,,,,,,DVCT35CBN95N,,dff35cbl;dff35rbl;dff35cbzt;dff35rbzt,,
dvct35cbn95n-decorative-fronts,,,,,,,,,,,Empire Rushmore 35 Decorative Fronts,,,Variation Master,,,,,,,DVCT35CBN95N,,df352blx;dff35fbzt;df352bzt;df352bnb;dff35bl;dff35rpd;dff35cpd;dff35fpd,,
dvct35cbn95n-interior-panels,,,,,,,,,,,Empire Rushmore 35 Interior Panels,,,Variation Master,,,,,,,DVCT35CBN95N,,dvp35cpwh;dvp35cpkr;dvp35cpws;dvp35cpmb,,
dvct35cbn95n-media-kits,,,,,,,,,,,Empire Rushmore 35 Media Kits,,,Variation Master,,,,,,,DVCT35CBN95N,,ls35dinf;ls35tinf,,
dvct35cbn95n-set,,,,,,,,,,,Empire Rushmore 35 Set,,,Product Set,,,,,,,,,,,dvct35cbn95n;dvct35cbn95n-additional-accessories;dvct35cbn95n-decorative-fronts;dvct35cbn95n-interior-panels;dvct35cbn95n-media-kits;dvct35cbn95n-surrounds
dvct35cbn95n-surrounds,,,,,,,,,,,Empire Rushmore 35 Surrounds,,,Variation Master,,,,,,,DVCT35CBN95N,,ds35107bl;ds3563bl;ds351271bl;ds351071bl;ds35961bl;ds35631bl,,
dvct36cbp95n,720968963741,DVCT36,Empire,TRUE,Gas,Electronic Ignition,,,,DVCT36CBP95N,Empire Rushmore 36 Clean Face Direct-Vent Gas Fireplace | DVCT36CBP,,Gas Fireplaces,Option Product,Rushmore,36,DVCT36CBP95N,,,Traditional,,Direct-Vent,,,
dvct36cbp95n-additional-accessories,,,,,,,,,,,Empire Rushmore 36 Clean Face Additional Accessories,,,Variation Master,,,,,,,DVCT36CBP95N,,dff36cbl;dff36rbl;dff36rbzt;dff36fbzt;dff36cpd;dff36rpd,,
dvct36cbp95n-blowers,,,,,,,,,,,Empire Rushmore 36 Clean Face Blowers,,,Variation Master,,,,,,,DVCT36CBP95N,,fbb21,,
dvct36cbp95n-interior-panels,,,,,,,,,,,Empire Rushmore 36 Clean Face Interior Panels,,,Variation Master,,,,,,,DVCT36CBP95N,,dvp36cpwh;dvp36cpkr;dvp36cpws;dvp36cpmb,,
dvct36cbp95n-media-kits,,,,,,,,,,,Empire Rushmore 36 Clean Face Media Kits,,,Variation Master,,,,,,,DVCT36CBP95N,,ls36cbb;ls36dinf;ls36tinf,,
dvct36cbp95n-set,,,,,,,,,,,Empire Rushmore 36 Clean Face Set,,,Product Set,,,,,,,,,,,dvct36cbp95n;dvct36cbp95n-additional-accessories;dvct36cbp95n-blowers;dvct36cbp95n-interior-panels;dvct36cbp95n-media-kits;dvct36cbp95n-trim-kits
dvct36cbp95n-trim-kits,,,,,,,,,,,Empire Rushmore 36 Clean Face Trim Kits,,,Variation Master,,,,,,,DVCT36CBP95N,,df362bzt;dff36bl;df362cnb;df362blx;dff36bzt;dff36fpd,,
dvct40cbp95n,720968963727,DVCT40,Empire,TRUE,Gas,Electronic Ignition,,,,DVCT40CBP95N,Empire Rushmore 40 Clean Face Direct-Vent Gas Fireplace | DVCT40CBP,,Gas Fireplaces,Option Product,Rushmore,40,DVCT40CBP95N,,,Traditional,,Direct-Vent,,,
dvct40cbp95n-additional-accessories,,,,,,,,,,,Empire Rushmore 40 Clean Face Additional Accessories,,,Variation Master,,,,,,,DVCT40CBP95N,,dff40fbzt;dff40cbl;dff40rbl;dff40rbzt;dff40rpd;dff40cpd,,
dvct40cbp95n-interior-panels,,,,,,,,,,,Empire Rushmore 40 Clean Face Interior Panels,,,Variation Master,,,,,,,DVCT40CBP95N,,dvp40cpwh;dvp40pkr;dvp40pws;dvp40pmb,,
dvct40cbp95n-media-kits,,,,,,,,,,,Empire Rushmore 40 Clean Face Media Kits,,,Variation Master,,,,,,,DVCT40CBP95N,,ls40cbb;ls40tinf;ls40dinf,,
dvct40cbp95n-set,,,,,,,,,,,Empire Rushmore 40 Clean Face Set,,,Product Set,,,,,,,,,,,dvct40cbp95n;dvct40cbp95n-additional-accessories;dvct40cbp95n-interior-panels;dvct40cbp95n-media-kits;dvct40cbp95n-trim-kits
dvct40cbp95n-trim-kits,,,,,,,,,,,Empire Rushmore 40 Clean Face Trim Kits,,,Variation Master,,,,,,,DVCT40CBP95N,,df402blx;dff40bzt;df402bzt;df402nb;dff40bl;dff40fpd,,
dvct40csp95n,720968960696,DVCT40,Empire,TRUE,Gas,Electronic Ignition,,,,DVCT40CSP95N,Empire Rushmore 40 Clean Face See-Thru Direct-Vent Gas Fireplace | DVCT40CSP,,Gas Fireplaces,Option Product,Rushmore,40,DVCT40CSP95N,,,See-Through,,Direct Vent,,,
dvct40csp95n-interior-panels,,,,,,,,,,,Empire Rushmore 40 Clean Face See Through Interior Panels,,,Variation Master,,,,,,,DVCT40CSP95N,,dvp40pskr;dvp40pswh;dvp40psfb;dvp40psws,,
dvct40csp95n-media-kits,,,,,,,,,,,Empire Rushmore 40 Clean Face See Through Media Kits,,,Variation Master,,,,,,,DVCT40CSP95N,,ls40stb,,
dvct40csp95n-set,,,,,,,,,,,Empire Rushmore 40 Clean Face See Through Set,,,Product Set,,,,,,,,,,,dvct40csp95n;dvct40csp95n-interior-panels;dvct40csp95n-media-kits;dvct40csp95n-trim-kits
dvct40csp95n-trim-kits,,,,,,,,,,,Empire Rushmore 40 Clean Face See Through Trim Kits,,,Variation Master,,,,,,,DVCT40CSP95N,,dfed409ss,,
dvct50cbp95n,720968961952,DVCT50,Empire,TRUE,Gas,Electronic Ignition,,,,DVCT50CBP95N,Empire Rushmore 50 Clean Face Direct-Vent Gas Fireplace | DVCT50CBP,,Gas Fireplaces,Option Product,Rushmore,50,DVCT50CBP95N,,,Traditional,,Direct-Vent,,,
dvct50cbp95n-additional-accessories,,,,,,,,,,,Empire Rushmore 50 Clean Face Additional Accessories,,,Variation Master,,,,,,,DVCT50CBP95N,,dff50rbzt;dff50cpd;dff50rpd;dff50fbzt;dff50cbl;dff50rbl,,
dvct50cbp95n-interior-panels,,,,,,,,,,,Empire Rushmore 50 Clean Face Interior Panels,,,Variation Master,,,,,,,DVCT50CBP95N,,dvp50cpwh;dvp50pkr;dvp50pws;dvp50pfb,,
dvct50cbp95n-media-kits,,,,,,,,,,,Empire Rushmore 50 Clean Face Media Kits,,,Variation Master,,,,,,,DVCT50CBP95N,,ls50tinf,,
dvct50cbp95n-set,,,,,,,,,,,Empire Rushmore 50 Clean Face Set,,,Product Set,,,,,,,,,,,dvct50cbp95n;dvct50cbp95n-additional-accessories;dvct50cbp95n-interior-panels;dvct50cbp95n-media-kits;dvct50cbp95n-trim-kits
dvct50cbp95n-trim-kits,,,,,,,,,,,Empire Rushmore 50 Clean Face Trim Kits,,,Variation Master,,,,,,,DVCT50CBP95N,,df502nb;df502bzt;dff50bl;df502blx;dff50bzt;dff50fpd,,
dvcx36fp30n,720968969910,DVCX36,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCX36FP30N,Empire Tahoe Luxury 36 Clean Face Direct-Vent Gas Fireplace | DVCX36FP,,Gas Fireplaces,Option Product,Tahoe,36,DVCX36FP30N,,,Traditional,,Direct-Vent,,,
dvcx36fp30n-blowers,,,,,,,,,,,Empire Tahoe Luxury 36 Clean Face Blowers,,,Variation Master,,,,,,,DVCX36FP30N,,fbb10,,
dvcx36fp30n-decorative-doors,,,,,,,,,,,Empire Tahoe Luxury 36 Clean Face Decorative Doors,,,Variation Master,,,,,,,DVCX36FP30N,,ddf36cpd,,
dvcx36fp30n-decorative-fronts,,,,,,,,,,,Empire Tahoe Luxury 36 Clean Face Decorative Fronts,,,Variation Master,,,,,,,DVCX36FP30N,,df362nb;df362xbzt,,
dvcx36fp30n-interior-panels,,,,,,,,,,,Empire Tahoe Luxury 36 Clean Face Interior Panels,,,Variation Master,,,,,,,DVCX36FP30N,,dvp36xkr;dvp36xws;dvp36xrb;dvf36xkr,,
dvcx36fp30n-light-kits,,,,,,,,,,,Empire Tahoe Luxury 36 Clean Face Light Kits,,,Variation Master,,,,,,,DVCX36FP30N,,lk6,,
dvcx36fp30n-set,,,,,,,,,,,Empire Tahoe Luxury 36 Clean Face Set,,,Product Set,,,,,,,,,,,dvcx36fp30n;dvcx36fp30n-blowers;dvcx36fp30n-decorative-doors;dvcx36fp30n-decorative-fronts;dvcx36fp30n-interior-panels;dvcx36fp30n-light-kits
dvcx42fp30n,720968969835,DVCX42,Empire,TRUE,Gas,Millivolt Ignition,,,,DVCX42FP30N,Empire Tahoe Luxury 42 Clean Face Direct-Vent Gas Fireplace | DVCX42FP,,Gas Fireplaces,Option Product,Tahoe,42,DVCX42FP30N,,,Traditional,,Direct-Vent,,,
dvcx42fp30n-decorative-doors,,,,,,,,,,,Empire Tahoe Luxury 42 Clean Face Decorative Doors,,,Variation Master,,,,,,,DVCX42FP30N,,ddf42cpd,,
dvcx42fp30n-set,,,,,,,,,,,Empire Tahoe Luxury 42 Clean Face Set,,,Product Set,,,,,,,,,,,dvcx42fp30n;dvcx42fp30n-decorative-doors
dvd32fp30n,720968911346,DVD32,Empire,TRUE,Gas,Millivolt Ignition,,,,DVD32FP30N,Empire Tahoe Deluxe 32 Direct-Vent Gas Fireplace | DVD32FP,,Gas Fireplaces,Option Product,Tahoe,32,DVD32FP30N,,,Traditional,,Direct-Vent,,,
dvd32fp30n-decorative-doors,,,,,,,,,,,Empire Tahoe Deluxe 32 Decorative Doors,,,Variation Master,,,,,,,DVD32FP30N,,dvrb1cbl;dvdb1mbl;dvrb1mbl;dvdb1cbl,,
dvd32fp30n-louvers,,,,,,,,,,,Empire Tahoe Deluxe 32 Louvers,,,Variation Master,,,,,,,DVD32FP30N,,dvg1ahp;dvg1abl;dvg1mhp;dvg1mbl,,
dvd32fp30n-mantels,,,,,,,,,,,Empire Tahoe Deluxe 32 Mantels,,,Variation Master,,,,,,,DVD32FP30N,,embc1sw;embc1so;embc1sc;embf1suh;embf1sdo;embc1suh;embc1sdo;embf1sw;embf1so;embf1sc,,
dvd32fp30n-safety-barriers,,,,,,,,,,,Empire Tahoe Deluxe 32 Safety Barriers,,,Variation Master,,,,,,,DVD32FP30N,,dvwb1bl;dvfb32sbl,,
dvd32fp30n-set,,,,,,,,,,,Empire Tahoe Deluxe 32 Set,,,Product Set,,,,,,,,,,,dvd32fp30n;dvd32fp30n-decorative-doors;dvd32fp30n-louvers;dvd32fp30n-mantels;dvd32fp30n-safety-barriers;dvd32fp30n-trim-kits
dvd32fp30n-trim-kits,,,,,,,,,,,Empire Tahoe Deluxe 32 Trim Kits,,,Variation Master,,,,,,,DVD32FP30N,,dvf1bl;fbs1hp;dvf1hp,,
dvd36fp30n,,DVD36,Empire,TRUE,Gas,Millivolt Ignition,,,,DVD36FP30N,EMPIRE TAHOE DELUXE 36 Direct-Vent GAS FIREPLACE DVD36FP,,Gas Fireplaces,Option Product,Tahoe,36,DVD36FP30N,,,Traditional,,Direct-Vent,,,
dvd36fp30n-decorative-doors,,,,,,,,,,,Empire Tahoe Deluxe 36 Decorative Doors,,,Variation Master,,,,,,,DVD36FP30N,,dvrb2mbl;dvdb2cbl;dvrb2cbl;dvdb2mbl,,
dvd36fp30n-louvers,,,,,,,,,,,Empire Tahoe Deluxe 36 Louvers,,,Variation Master,,,,,,,DVD36FP30N,,dvg2ahp;dvg2abl;dvg2mhp;dvg2mbl,,
dvd36fp30n-safety-barriers,,,,,,,,,,,Empire Tahoe Deluxe 36 Safety Barriers,,,Variation Master,,,,,,,DVD36FP30N,,dvwb2bl;dvfb36sbl,,
dvd36fp30n-set,,,,,,,,,,,Empire Tahoe Deluxe 36 Set,,,Product Set,,,,,,,,,,,dvd36fp30n;dvd36fp30n-decorative-doors;dvd36fp30n-louvers;dvd36fp30n-safety-barriers;dvd36fp30n-trim-kits
dvd36fp30n-trim-kits,,,,,,,,,,,Empire Tahoe Deluxe 36 Trim Kits,,,Variation Master,,,,,,,DVD36FP30N,,fbs2hp;dvf2hp;dvf2bl,,
dvd42fp30n,720968913135,DVD42,Empire,TRUE,Gas,Millivolt Ignition,,,,DVD42FP30N,Empire Tahoe Deluxe 42 Direct-Vent Gas Fireplace | DVD42FP,,Gas Fireplaces,Option Product,Tahoe,42,DVD42FP30N,,,Traditional,,Direct-Vent,,,
dvd42fp30n-decorative-doors,,,,,,,,,,,Empire Tahoe Deluxe 42 Decorative Doors,,,Variation Master,,,,,,,DVD42FP30N,,dvrb3cbl;dvdb3mbl;dvrb3mbl;dvdb3cbl,,
dvd42fp30n-louvers,,,,,,,,,,,Empire Tahoe Deluxe 42 Louvers,,,Variation Master,,,,,,,DVD42FP30N,,dvg3ahp;dvg3abl;dvg3mhp;dvg3mbl,,
dvd42fp30n-mantels,,,,,,,,,,,Empire Tahoe Deluxe 42 Mantels,,,Variation Master,,,,,,,DVD42FP30N,,embf4suh;embf4sdo;embc4suh;embc4sdo;embf4sw;embf4so;embf4sc;embc4sw;embc4so;embc4sc,,
dvd42fp30n-safety-barriers,,,,,,,,,,,Empire Tahoe Deluxe 42 Safety Barriers,,,Variation Master,,,,,,,DVD42FP30N,,dvwb3bl;dvfb42tbl,,
dvd42fp30n-set,,,,,,,,,,,Empire Tahoe Deluxe 42 Set,,,Product Set,,,,,,,,,,,dvd42fp30n;dvd42fp30n-decorative-doors;dvd42fp30n-louvers;dvd42fp30n-mantels;dvd42fp30n-safety-barriers;dvd42fp30n-trim-kits
dvd42fp30n-trim-kits,,,,,,,,,,,Empire Tahoe Deluxe 42 Trim Kits,,,Variation Master,,,,,,,DVD42FP30N,,dvf3hp;dvf3bl;fbs3hp,,
dvd48fp30n,720968913258,DVD48,Empire,TRUE,Gas,Millivolt Ignition,,,,DVD48FP30N,Empire Tahoe Deluxe 48 Direct-Vent Gas Fireplace | DVD48FP,,Gas Fireplaces,Option Product,Tahoe,48,DVD48FP30N,,,Traditional,,Direct-Vent,,,
dvd48fp30n-decorative-doors,,,,,,,,,,,Empire Tahoe Deluxe 48 Decorative Doors,,,Variation Master,,,,,,,DVD48FP30N,,dvrb4mbl;dvdb4cbl;dvrb4cbl;dvdb4mbl,,
dvd48fp30n-interior-panels,,,,,,,,,,,Empire Tahoe Deluxe 48 Interior Panels,,,Variation Master,,,,,,,DVD48FP30N,,dvp4skr;dvp4sa;dvp4sh;dvp4sg,,
dvd48fp30n-louvers,,,,,,,,,,,Empire Tahoe Deluxe 48 Louvers,,,Variation Master,,,,,,,DVD48FP30N,,dvg4abl,,
dvd48fp30n-safety-barriers,,,,,,,,,,,Empire Tahoe Deluxe 48 Safety Barriers,,,Variation Master,,,,,,,DVD48FP30N,,dvwb4bl;dvfb48tbl,,
dvd48fp30n-set,,,,,,,,,,,Empire Tahoe Deluxe 48 Set,,,Product Set,,,,,,,,,,,dvd48fp30n;dvd48fp30n-decorative-doors;dvd48fp30n-interior-panels;dvd48fp30n-louvers;dvd48fp30n-safety-barriers;dvd48fp30n-trim-kits
dvd48fp30n-trim-kits,,,,,,,,,,,Empire Tahoe Deluxe 48 Trim Kits,,,Variation Master,,,,,,,DVD48FP30N,,fbs4hp;dvf4bl,,
dvdb1cbl,720968969163,,Empire,,,,,TRUE,TRUE,DVDB1CBL,Empire Black Rectangle Door Set | DVDB1CBL |,"DVD32FP30N, DVD32FP31N, DVD32FP33N, DVD32FP70N, DVD32FP71N, DVP36FP30N, DVP36FP31N, DVP36FP70N, DVP36FP71N, DVP36FP91N, DVP36PP32EN, DVP36SP32EN",Decorative Doors,Variation Product,,,DVDB1CBL,,,,,,,,
